id,name,zone,ubicacion_full,distrito2,calle,barrio,barrio2,distrito,area,price,price_before,square_mt,rooms,wc,terraza,balcon,estado,año,armarios,cocina,amueblado,planta,calef,asc,aire,exterior,datalles2,cp,actualizacion,actualizacion2,extract_day
99833460,Alquiler de Piso en Zona Franca - Port,"Sants-Montjuïc, Barcelona","||Barrio Zona Franca - Port||Distrito Sants-Montjuïc||Barcelona||Área de Barcelona, Barcelona",Distrito Sants-Montjuïc,,Barrio Zona Franca - Port,Barrio Zona Franca - Port,Distrito Sants-Montjuïc,"Área de Barcelona, Barcelona",1450,1450,58,1,1,1,0,segunda mano/buen estado,,0,1,1,0,1,1,1,1,||aire acondicionado||||no indicado|||,08040,Anuncio actualizado hace 3 días,Anuncio actualizado el 16 de diciembre,2022-12-19
