id,name,zone,ubicacion_full,distrito2,calle,barrio,barrio2,distrito,area,price,price_before,square_mt,rooms,wc,terraza,balcon,estado,año,armarios,cocina,amueblado,planta,calef,asc,aire,exterior,datalles2,cp,actualizacion,actualizacion2,extract_day
100162919,Alquiler de Piso en Zona Franca - Port,"Sants-Montjuïc, Barcelona","||Barrio Zona Franca - Port||Distrito Sants-Montjuïc||Barcelona||Área de Barcelona, Barcelona",Distrito Sants-Montjuïc,,Barrio Zona Franca - Port,Barrio Zona Franca - Port,Distrito Sants-Montjuïc,"Área de Barcelona, Barcelona",1500,1500,87,2,2,0,0,segunda mano/buen estado,,0,0,0,4,1,1,1,1,||aire acondicionado||||consumo: |126 kwh/m² año|||emisiones: |26 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||,08040,Anuncio actualizado hace 2 días,Anuncio actualizado el 2 de febrero,2023-02-04
