id,name,zone,ubicacion_full,distrito2,calle,barrio,barrio2,distrito,area,price,price_before,square_mt,rooms,wc,terraza,balcon,estado,año,armarios,cocina,amueblado,planta,calef,asc,aire,exterior,datalles2,cp,actualizacion,actualizacion2,extract_day
39138320,Alquiler de Piso en calle de Gayarre,"La Bordeta, Barcelona","Calle de Gayarre||Barrio La Bordeta||Distrito Sants-Montjuïc||Barcelona||Área de Barcelona, Barcelona",Distrito Sants-Montjuïc,Calle de Gayarre,Barrio La Bordeta,Barrio La Bordeta,Distrito Sants-Montjuïc,"Área de Barcelona, Barcelona",775,775,47,1,1,0,0,segunda mano/buen estado,,0,1,1,1,0,1,0,1,||consumo: ||||emisiones: ||||ver etiqueta de calificación energética|ocultar etiqueta|||||||,08014,Anuncio actualizado hace 3 horas,Anuncio actualizado el 4 de febrero,2023-02-04
96707791,Alquiler de Piso en Gran Via de les Corts Catalanes,"La Bordeta, Barcelona","Gran Via de les Corts Catalanes||Barrio La Bordeta||Distrito Sants-Montjuïc||Barcelona||Área de Barcelona, Barcelona",Distrito Sants-Montjuïc,Gran Via de les Corts Catalanes,Barrio La Bordeta,Barrio La Bordeta,Distrito Sants-Montjuïc,"Área de Barcelona, Barcelona",2395,2395,120,3,2,1,0,segunda mano/buen estado,,1,1,1,1,1,1,0,1,||aire acondicionado|||piscina|||zonas verdes||||consumo: |130 kwh/m² año|||emisiones: |30 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||,08014,Anuncio actualizado hace 7 horas,Anuncio actualizado el 4 de febrero,2023-02-04
100379082,Alquiler de Piso en calle del Moianès,"La Bordeta, Barcelona","Calle del Moianès||Barrio La Bordeta||Distrito Sants-Montjuïc||Barcelona||Área de Barcelona, Barcelona",Distrito Sants-Montjuïc,Calle del Moianès,Barrio La Bordeta,Barrio La Bordeta,Distrito Sants-Montjuïc,"Área de Barcelona, Barcelona",1100,1100,77,2,1,0,1,segunda mano/buen estado,,0,0,0,2,1,1,0,0,||consumo: |107 kwh/m² año|||emisiones: |22 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||,08014,Anuncio actualizado hace 16 horas,Anuncio actualizado el 4 de febrero,2023-02-04
99244693,Alquiler de Estudio en calle de Berlin,"Les Corts, Barcelona","Calle de Berlin||Barrio Les Corts||Distrito Les Corts||Barcelona||Área de Barcelona, Barcelona",Distrito Les Corts,Calle de Berlin,Barrio Les Corts,Barrio Les Corts,Distrito Les Corts,"Área de Barcelona, Barcelona",890,890,26,0,1,0,0,segunda mano/buen estado,,0,1,1,4,1,1,1,1,||aire acondicionado||||consumo: |130 kwh/m² año|||emisiones: |30 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||,08014,Anuncio actualizado hace 7 horas,Anuncio actualizado el 4 de febrero,2023-02-04
93925284,"Alquiler de Piso en calle de Sant Roc, 33","Hostafrancs, Barcelona","Calle de Sant Roc, 33||Barrio Hostafrancs||Distrito Sants-Montjuïc||Barcelona||Área de Barcelona, Barcelona",Distrito Sants-Montjuïc,"Calle de Sant Roc, 33",Barrio Hostafrancs,Barrio Hostafrancs,Distrito Sants-Montjuïc,"Área de Barcelona, Barcelona",990,990,50,1,1,1,0,segunda mano/buen estado,,1,0,0,1,0,0,1,1,||aire acondicionado||||en trámite|||,08014,Anuncio actualizado hace 18 horas,Anuncio actualizado el 3 de febrero,2023-02-04
99241969,"Alquiler de Piso en calle de Parcerisa, 25","La Bordeta, Barcelona","Calle de Parcerisa, 25||Urb. Edificio Batlló||Barrio La Bordeta||Distrito Sants-Montjuïc||Barcelona||Área de Barcelona, Barcelona",Distrito Sants-Montjuïc,"Calle de Parcerisa, 25",Urb. Edificio Batlló,Barrio La Bordeta,Barrio La Bordeta,Barcelona,2100,2100,59,2,1,0,0,segunda mano/buen estado,,1,1,1,6,1,1,0,1,||piscina|||zonas verdes||||consumo: ||||emisiones: ||||ver etiqueta de calificación energética|ocultar etiqueta|||||||,08014,Anuncio actualizado hace 14 horas,Anuncio actualizado el 4 de febrero,2023-02-04
100376275,"Alquiler de Estudio en calle del Cap de Guaita, 10","Hostafrancs, Barcelona","Calle del Cap de Guaita, 10||Urb. Hostafrancs||Barrio Hostafrancs||Distrito Sants-Montjuïc||Barcelona||Área de Barcelona, Barcelona",Distrito Sants-Montjuïc,"Calle del Cap de Guaita, 10",Urb. Hostafrancs,Barrio Hostafrancs,Barrio Hostafrancs,Barcelona,700,700,37,0,1,0,1,segunda mano/buen estado,,0,1,1,2,0,1,1,1,||aire acondicionado||||consumo: |42 kwh/m² año|||emisiones: |104 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||,08014,Anuncio actualizado hace 22 horas,Anuncio actualizado el 3 de febrero,2023-02-04
97472716,"Alquiler de Piso en calle de Parcerisa, 27","La Bordeta, Barcelona","Calle de Parcerisa, 27||Urb. Edificio Batlló||Barrio La Bordeta||Distrito Sants-Montjuïc||Barcelona||Área de Barcelona, Barcelona",Distrito Sants-Montjuïc,"Calle de Parcerisa, 27",Urb. Edificio Batlló,Barrio La Bordeta,Barrio La Bordeta,Barcelona,2145,2145,59,2,1,1,0,segunda mano/buen estado,,1,1,1,8,1,1,0,1,||piscina|||zonas verdes||||consumo: ||||emisiones: ||||ver etiqueta de calificación energética|ocultar etiqueta|||||||,08014,Anuncio actualizado hace 14 horas,Anuncio actualizado el 4 de febrero,2023-02-04
100376209,Alquiler de Piso en La Bordeta,"Sants-Montjuïc, Barcelona","||Barrio La Bordeta||Distrito Sants-Montjuïc||Barcelona||Área de Barcelona, Barcelona",Distrito Sants-Montjuïc,,Barrio La Bordeta,Barrio La Bordeta,Distrito Sants-Montjuïc,"Área de Barcelona, Barcelona",1100,1100,90,3,2,1,1,segunda mano/buen estado,,1,1,0,2,0,1,1,1,||aire acondicionado||||consumo: ||||emisiones: ||||ver etiqueta de calificación energética|ocultar etiqueta|||||||,08014,Anuncio actualizado hace 21 horas,Anuncio actualizado el 3 de febrero,2023-02-04
100112278,Alquiler de Piso en calle de Bartomeu Pi,"La Bordeta, Barcelona","Calle de Bartomeu Pi||Barrio La Bordeta||Distrito Sants-Montjuïc||Barcelona||Área de Barcelona, Barcelona",Distrito Sants-Montjuïc,Calle de Bartomeu Pi,Barrio La Bordeta,Barrio La Bordeta,Distrito Sants-Montjuïc,"Área de Barcelona, Barcelona",1240,1240,74,3,1,0,1,segunda mano/buen estado,2023,1,0,0,1,1,1,0,1,||consumo: |28 kwh/m² año|||emisiones: |6 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||,08014,Anuncio actualizado hace 17 horas,Anuncio actualizado el 4 de febrero,2023-02-04
98218663,"Alquiler de Piso en calle dels Jocs Florals, 50","Sants, Barcelona","Calle dels Jocs Florals, 50||Barrio Sants||Distrito Sants-Montjuïc||Barcelona||Área de Barcelona, Barcelona",Distrito Sants-Montjuïc,"Calle dels Jocs Florals, 50",Barrio Sants,Barrio Sants,Distrito Sants-Montjuïc,"Área de Barcelona, Barcelona",1200,1200,70,2,1,0,1,segunda mano/buen estado,1930,0,1,1,2,0,0,1,1,||aire acondicionado||||consumo: |156 kwh/m² año|||emisiones: |96 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||,08014,Anuncio actualizado hace 23 horas,Anuncio actualizado el 3 de febrero,2023-02-04
100111488,Alquiler de Piso en Gavá,"La Bordeta, Barcelona","Gavá||Barrio La Bordeta||Distrito Sants-Montjuïc||Barcelona||Área de Barcelona, Barcelona",Distrito Sants-Montjuïc,Gavá,Barrio La Bordeta,Barrio La Bordeta,Distrito Sants-Montjuïc,"Área de Barcelona, Barcelona",1400,1400,71,2,1,0,1,segunda mano/buen estado,2023,1,0,0,3,1,1,0,1,||consumo: |29 kwh/m² año|||emisiones: |6 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||,08014,Anuncio actualizado hace 17 horas,Anuncio actualizado el 4 de febrero,2023-02-04
100370481,"Alquiler de Piso en calle d'Ermengarda, 10","Hostafrancs, Barcelona","Calle d'Ermengarda, 10||Barrio Hostafrancs||Distrito Sants-Montjuïc||Barcelona||Área de Barcelona, Barcelona",Distrito Sants-Montjuïc,"Calle d'Ermengarda, 10",Barrio Hostafrancs,Barrio Hostafrancs,Distrito Sants-Montjuïc,"Área de Barcelona, Barcelona",990,990,45,1,1,1,0,segunda mano/buen estado,,0,0,0,5,1,1,1,1,||aire acondicionado||||en trámite|||,08014,Anuncio actualizado hace un día,Anuncio actualizado el 3 de febrero,2023-02-04
100110125,Alquiler de Piso en Gavá,"La Bordeta, Barcelona","Gavá||Barrio La Bordeta||Distrito Sants-Montjuïc||Barcelona||Área de Barcelona, Barcelona",Distrito Sants-Montjuïc,Gavá,Barrio La Bordeta,Barrio La Bordeta,Distrito Sants-Montjuïc,"Área de Barcelona, Barcelona",1300,1300,71,2,1,0,1,segunda mano/buen estado,2023,1,0,0,2,1,1,0,1,||consumo: |29 kwh/m² año|||emisiones: |6 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||,08014,Anuncio actualizado hace 17 horas,Anuncio actualizado el 4 de febrero,2023-02-04
40471160,Alquiler de Dúplex en calle de novell,"Les Corts, Barcelona","Calle de novell||Barrio Les Corts||Distrito Les Corts||Barcelona||Área de Barcelona, Barcelona",Distrito Les Corts,Calle de novell,Barrio Les Corts,Barrio Les Corts,Distrito Les Corts,"Área de Barcelona, Barcelona",1300,1300,81,2,2,1,0,segunda mano/buen estado,,1,1,1,3,0,1,1,1,||aire acondicionado||||consumo: ||||emisiones: ||||ver etiqueta de calificación energética|ocultar etiqueta|||||||,08014,Anuncio actualizado hace 4 horas,Anuncio actualizado el 4 de febrero,2023-02-04
100337867,Alquiler de Piso en calle de Novell,"Les Corts, Barcelona","Calle de Novell||Barrio Les Corts||Distrito Les Corts||Barcelona||Área de Barcelona, Barcelona",Distrito Les Corts,Calle de Novell,Barrio Les Corts,Barrio Les Corts,Distrito Les Corts,"Área de Barcelona, Barcelona",1200,1200,48,1,1,0,1,segunda mano/buen estado,,0,1,1,1,1,1,1,1,||aire acondicionado||||consumo: |72 kwh/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||,08014,Anuncio actualizado hace 22 horas,Anuncio actualizado el 3 de febrero,2023-02-04
98571355,Alquiler de Piso en calle de la Torre d'En Damians,"Hostafrancs, Barcelona","Calle de la Torre d'En Damians||Barrio Hostafrancs||Distrito Sants-Montjuïc||Barcelona||Área de Barcelona, Barcelona",Distrito Sants-Montjuïc,Calle de la Torre d'En Damians,Barrio Hostafrancs,Barrio Hostafrancs,Distrito Sants-Montjuïc,"Área de Barcelona, Barcelona",1100,1100,41,1,1,0,0,segunda mano/buen estado,,0,1,1,3,0,0,0,1,||zonas verdes||||consumo: ||||emisiones: ||||ver etiqueta de calificación energética|ocultar etiqueta|||||||,08014,Anuncio actualizado hace un día,Anuncio actualizado el 3 de febrero,2023-02-04
100367039,Alquiler de Ático en calle dels Comtes de Bell-Lloc,"Les Corts, Barcelona","Calle dels Comtes de Bell-Lloc||Barrio Les Corts||Distrito Les Corts||Barcelona||Área de Barcelona, Barcelona",Distrito Les Corts,Calle dels Comtes de Bell-Lloc,Barrio Les Corts,Barrio Les Corts,Distrito Les Corts,"Área de Barcelona, Barcelona",1100,1100,40,1,1,0,0,segunda mano/buen estado,1969,1,1,1,8,0,1,1,1,||aire acondicionado||||consumo: ||||emisiones: ||||ver etiqueta de calificación energética|ocultar etiqueta|||||||,08014,Anuncio actualizado hace un día,Anuncio actualizado el 3 de febrero,2023-02-04
