ID_ANNEX;ANNEXDESCR;ID_TEMA;TEMA_DESCR;ID_CONJUNT;CONJ_DESCR;ID_SUBCONJ;SCONJ_DESC;ID_ELEMENT;ELEM_DESCR;NIVELL;NDESCR_CA;NDESCR_ES;NDESCR_EN;TERME;DISTRICTE;BARRI;AEB;SEC_CENS;GRANBARRI;ZUA;AREA_I;LITERAL;PERIMETRE;AREA;ORD_REPRES;CODI_UA;TIPUS_UA;NOM;WEB1;WEB2;WEB3;DOCUMENTA;RANGESCALA;TIPUS_POL;GRUIX_ID;GRUIXDIMEN;ESTIL_ID;ESTIL_QGIS;VALOR1QGIS;VALOR2QGIS;COL_FARCIT;FCOL_DESCR;FHEX_COLOR;COL_DESCR;HEX_COLOR7;geometry;barri_lower;regex_barris;key_barris;key_shp
01;Grup - I;0104;Unitats Administratives;010413;Barris;01041301;Barri;0104130101;Límit de barri;ADM_03_PL;Límit de barri (polígon);Límite de barrrio (polígono);Neighborhood boundary (polygon);080193;01;01;-;-;01;-;-;01;5521,647;1100286,137;3;01;BARRI;el Raval;http://lameva.barcelona.cat/ciutatvella/ca/home/el-barri-del-raval;http://www.bcn.cat/estadistica/catala/dades/inf/barris/a2015/barri1.pdf;http://www.bcn.cat/estadistica/catala/documents/barris/01_CV_Raval_2017.pdf;NA;1-50000;NA;6;70;0;Sòlid;0;0;41;NULL;#E66900;NULL;#73A88F;"list(list(c(430162.1875, 430550.1044, 430584.4679, 430600.8181, 430610.4775, 430646.2175, 430645.5665, 430657.9615, 430682.6675, 430745.0184, 430764.5645, 430801.6485, 430863.5175, 430863.7425, 430874.9635, 430905.0315, 430938.4735, 430945.5725, 430990.5505, 431023.5455, 431050.9895, 431058.1645, 431076.9025, 431078.8005, 431097.6375, 431167.9415, 431222.2405, 431218.9815, 431213.9015, 431210.9835, 431210.4175, 431211.5175, 431213.7635, 431217.1355, 431221.3855, 431210.047, 431213.3663, 431215.9166, 
431215.9312, 431222.3869, 431225.043, 431228.7667, 431238.727, 431238.9389, 431239.92, 431239.746, 431239.6895, 431239.468, 431242.356, 431242.639, 431242.79, 431243.955, 431243.806, 431243.531, 431245.2996, 431246.16, 431246.435, 431246.608, 431248.8351, 431248.925, 431251.3082, 431260.4261, 431262.253, 431265.739, 431266.451, 431267.3997, 431270.07, 431270.3654, 431270.3756, 431274.458, 431280.3358, 431287.925, 431295.45, 431298.7987, 431301.3183, 431301.3738, 431258.648, 431272.104, 431283.144, 
431270.648, 431324.84, 431357.36, 431532.738, 431674.575, 431675.535, 431676.335, 431676.922, 431677.262, 431677.344, 431677.181, 431676.81, 431608.281, 431599.343, 431598.373, 431597.207, 431595.879, 431594.445, 431592.977, 431591.547, 431590.221, 431582.703, 431244.344, 431227.0858, 431227.114, 431226.9901, 431225.1961, 431219.1061, 431213.024, 431204.8594, 431202.143, 431199.3901, 431183.488, 431170.5677, 431136.3805, 431128.7447, 431117.418, 431117.1445, 431116.5295, 431108.944, 431097.773, 431097.3489, 
431096.8872, 431095.984, 431083.74, 431080.944, 431080.583, 431080.4342, 431079.959, 431078.105, 431070.2442, 431069.7772, 431062.2127, 431048.4375, 431055.3328, 431061.6943, 431058.7784, 431051.5553, 431047.8657, 431047.9475, 431051.7955, 431060.454, 431071.6459, 431054.4184, 431044.2901, 431035.1645, 431026.6195, 431013.7555, 430887.4099, 430858.7916, 430820.6636, 430592.3853, 430408.2894, 430407.7631, 430324.1135, 430270.2868, 430215.1635, 430149.3206, 430029.0006, 430018.6185, 430038.9115, 430055.2748, 
430063.8702, 430086.7142, 430102.8385, 430162.1875, 4581936.9845, 4581889.9008, 4581893.3434, 4581903.4957, 4581883.2705, 4581808.4365, 4581809.0875, 4581784.0655, 4581734.1955, 4581606.0395, 4581570.2975, 4581511.4115, 4581414.7665, 4581414.4145, 4581396.9285, 4581350.0725, 4581297.4935, 4581286.6875, 4581216.1055, 4581164.3265, 4581133.5905, 4581120.2045, 4581077.3095, 4581072.8605, 4581028.7145, 4580903.9545, 4580824.3475, 4580820.4355, 4580811.5735, 4580801.7115, 4580791.6475, 4580784.9495, 4580779.4815, 
4580774.5855, 4580770.5755, 4580749.276, 4580747.1867, 4580745.5815, 4580745.5723, 4580741.5088, 4580739.837, 4580737.5095, 4580731.284, 4580731.1502, 4580730.531, 4580730.252, 4580730.162, 4580729.809, 4580727.98, 4580728.427, 4580728.667, 4580727.929, 4580727.691, 4580727.252, 4580726.1373, 4580725.595, 4580726.033, 4580726.309, 4580724.9027, 4580724.846, 4580723.3388, 4580717.5724, 4580716.417, 4580714.103, 4580713.629, 4580711.5857, 4580705.8341, 4580705.6498, 4580705.6434, 4580703.096, 4580699.3987, 
4580694.625, 4580690.264, 4580688.1989, 4580686.6451, 4580686.6111, 4580617.264, 4580609.28, 4580602.4, 4580581.632, 4580548.512, 4580528.322, 4580420.949, 4580333.119, 4580332.155, 4580331, 4580329.697, 4580328.309, 4580326.907, 4580325.556, 4580324.312, 4580212.638, 4580198.384, 4580197.469, 4580196.697, 4580196.126, 4580195.801, 4580195.745, 4580195.954, 4580196.398, 4580200.786, 4580409.368, 4580420.2017, 4580420.253, 4580420.3294, 4580421.4349, 4580425.1879, 4580428.936, 4580433.9679, 4580435.642, 
4580437.337, 4580464.201, 4580468.6258, 4580480.3339, 4580482.9489, 4580486.828, 4580486.9988, 4580487.383, 4580492.121, 4580499.0994, 4580499.3644, 4580499.6528, 4580500.217, 4580507.649, 4580509.386, 4580509.611, 4580509.7014, 4580509.99, 4580511.1153, 4580515.8868, 4580516.1702, 4580520.7617, 4580529.123, 4580540.2954, 4580550.6033, 4580553.68, 4580566.7801, 4580581.2775, 4580596.2367, 4580610.6928, 4580626.7337, 4580636.0999, 4580660.3041, 4580668.4938, 4580673.0225, 4580674.9195, 4580676.3505, 
4580688.3512, 4580690.8691, 4580694.2237, 4580714.362, 4580718.4053, 4580739.6439, 4580823.3445, 4580879.2834, 4580936.5699, 4581004.9965, 4581130.038, 4581140.8275, 4581318.5767, 4581461.9054, 4581537.0042, 4581737.2874, 4581878.5225, 4581936.9845)))";el raval;raval;raval;raval
01;Grup - I;0104;Unitats Administratives;010413;Barris;01041301;Barri;0104130101;Límit de barri;ADM_03_PL;Límit de barri (polígon);Límite de barrrio (polígono);Neighborhood boundary (polygon);080193;01;02;-;-;02;-;-;02;5198,000;815593,938;3;02;BARRI;el Barri Gòtic;http://lameva.barcelona.cat/ciutatvella/ca/home/el-barri-gotic;http://www.bcn.cat/estadistica/catala/dades/inf/barris/a2015/barri2.pdf;http://www.bcn.cat/estadistica/catala/documents/barris/02_CV_BGotic_2017.pdf;NA;1-50000;NA;6;70;0;Sòlid;0;0;41;NULL;#E66900;NULL;#73A88F;"list(list(c(431189.9075, 431332.4295, 431341.7035, 431438.8085, 431512.1865, 431577.6112, 431577.6181, 431597.0066, 431621.3314, 431625.046, 431637.755, 431637.731, 431637.787, 431637.931, 431638.156, 431638.895, 431639.868, 431643.804, 431647.8129, 431648.868, 431652.672, 431653.133, 431667.455, 431666.905, 431670.825, 431671.354, 431674.549, 431675.035, 431678.134, 431692.951, 431693.237, 431693.209, 431693.923, 431694.773, 431695.538, 431696.203, 431696.736, 431697.18, 431697.508, 431697.703, 
431698.9403, 431699.288, 431727.31, 431731.3991, 431739.361, 431747.437, 431755.934, 431781.552, 431789.655, 431809.105, 431827.003, 431838.314, 431848.1422, 431845.8904, 431838.088, 431825.084, 431817.938, 431817.041, 431806.035, 431788.89, 431730.997, 431728.501, 431717.074, 431694.992, 431683.777, 431672.551, 431643.085, 431566.929, 431561.652, 431555.068, 431632.336, 431647.766, 431691.191, 431703.538, 431697.438, 431680.439, 431670.988, 431664.957, 431657.273, 431652.016, 431643.319, 431639.626, 
431633.336, 431626.288, 431624.004, 431615.246, 431523.809, 431504.846, 431492.74, 431461.944, 431451.515, 431425.387, 431312.441, 431310.313, 431301.3738, 431301.3183, 431298.7987, 431295.45, 431287.925, 431280.3358, 431274.458, 431270.3756, 431270.3654, 431270.07, 431267.3997, 431266.451, 431265.739, 431262.253, 431260.4261, 431251.3082, 431248.925, 431248.8351, 431246.608, 431246.435, 431246.16, 431245.2996, 431243.531, 431243.806, 431243.955, 431242.79, 431242.639, 431242.356, 431239.468, 431239.6895, 
431239.746, 431239.92, 431238.9389, 431238.727, 431228.7667, 431225.043, 431222.3869, 431215.9312, 431215.9166, 431213.3663, 431210.047, 431221.3855, 431217.1355, 431213.7635, 431211.5175, 431210.4175, 431210.9835, 431213.9015, 431218.9815, 431222.2405, 431167.9415, 431097.6375, 431078.8005, 431076.9025, 431058.1645, 431050.9895, 431023.5455, 430990.5505, 430945.5725, 430938.4735, 430905.0315, 430874.9635, 430863.7425, 430863.5175, 430801.6485, 430764.5645, 430745.0184, 430682.6675, 430657.9615, 
430645.5665, 430646.2175, 430610.4775, 430600.8181, 430615.1158, 430627.88, 430700.289, 430716.9523, 430731.6185, 430747.9147, 430837.8072, 430963.7795, 431025.7895, 431082.9406, 431153.9965, 431189.9075, 4581851.4475, 4581707.4075, 4581698.0675, 4581599.2855, 4581524.0275, 4581458.7235, 4581458.7157, 4581438.9604, 4581418.7485, 4581416.794, 4581408.533, 4581407.993, 4581407.218, 4581406.465, 4581405.749, 4581404.069, 4581402.513, 4581398.491, 4581394.3942, 4581393.316, 4581370.545, 4581367.781, 
4581359.771, 4581358.901, 4581356.801, 4581357.59, 4581355.803, 4581355.541, 4581353.775, 4581345.335, 4581345.172, 4581345.068, 4581344.809, 4581344.359, 4581343.807, 4581343.176, 4581342.733, 4581342.184, 4581341.559, 4581340.894, 4581336.6513, 4581335.459, 4581320.014, 4581313.9689, 4581285.574, 4581258.308, 4581227.451, 4581137.127, 4581107.411, 4581037.855, 4580975.976, 4580935.155, 4580901.2917, 4580900.6548, 4580888.507, 4580867.117, 4580855.004, 4580853.74, 4580835.292, 4580807.08, 4580712.927, 
4580708.568, 4580689.99, 4580653.241, 4580635.52, 4580632.919, 4580650.575, 4580697.59, 4580719.752, 4580749.516, 4580875.14, 4580900.76, 4580971.921, 4580991.855, 4581011.855, 4581072.78, 4581106.046, 4581128.045, 4581154.368, 4581171.976, 4581204.435, 4581206.855, 4581210.474, 4581214.831, 4581211.401, 4581196.694, 4581048.234, 4581016.911, 4580997.7, 4580947.389, 4580930.815, 4580887.76, 4580704.8, 4580701.12, 4580686.6111, 4580686.6451, 4580688.1989, 4580690.264, 4580694.625, 4580699.3987, 4580703.096, 
4580705.6434, 4580705.6498, 4580705.8341, 4580711.5857, 4580713.629, 4580714.103, 4580716.417, 4580717.5724, 4580723.3388, 4580724.846, 4580724.9027, 4580726.309, 4580726.033, 4580725.595, 4580726.1373, 4580727.252, 4580727.691, 4580727.929, 4580728.667, 4580728.427, 4580727.98, 4580729.809, 4580730.162, 4580730.252, 4580730.531, 4580731.1502, 4580731.284, 4580737.5095, 4580739.837, 4580741.5088, 4580745.5723, 4580745.5815, 4580747.1867, 4580749.276, 4580770.5755, 4580774.5855, 4580779.4815, 4580784.9495, 
4580791.6475, 4580801.7115, 4580811.5735, 4580820.4355, 4580824.3475, 4580903.9545, 4581028.7145, 4581072.8605, 4581077.3095, 4581120.2045, 4581133.5905, 4581164.3265, 4581216.1055, 4581286.6875, 4581297.4935, 4581350.0725, 4581396.9285, 4581414.4145, 4581414.7665, 4581511.4115, 4581570.2975, 4581606.0395, 4581734.1955, 4581784.0655, 4581809.0875, 4581808.4365, 4581883.2705, 4581903.4957, 4581914.3584, 4581926.7774, 4582033.077, 4582044.8389, 4582055.191, 4582079.3416, 4582212.5609, 4582085.1695, 
4582021.6815, 4581962.2246, 4581888.4402, 4581851.4475)))";el barri gòtic;gòtic;gòtic;gòtic
