id,name,zone,ubicacion_full,distrito2,calle,barrio,barrio2,distrito,area,price,price_before,square_mt,rooms,wc,terraza,balcon,estado,año,armarios,cocina,amueblado,planta,calef,asc,aire,exterior,datalles2,cp,actualizacion,actualizacion2,extract_day
100085472,Alquiler de Ático en 42,"Zona Franca - Port, Barcelona","42||Barrio Zona Franca - Port||Distrito Sants-Montjuïc||Barcelona||Área de Barcelona, Barcelona",Distrito Sants-Montjuïc,42,Barrio Zona Franca - Port,Barrio Zona Franca - Port,Distrito Sants-Montjuïc,"Área de Barcelona, Barcelona",1250,1250,75,3,1,1,0,segunda mano/buen estado,1936,0,0,0,8,0,1,0,0,||consumo: |999 kwh/m² año|||emisiones: |999 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||,08040,Anuncio actualizado hace 3 días,Anuncio actualizado el 9 de enero,2023-01-12
