id,name,zone,ubicacion_full,distrito2,calle,barrio,barrio2,distrito,area,price,price_before,square_mt,rooms,wc,terraza,balcon,estado,año,armarios,cocina,amueblado,planta,calef,asc,aire,exterior,datalles2,cp,actualizacion,actualizacion2,extract_day
100579508,Alquiler de Piso en pasaje de la zona franca,"Zona Franca - Port, Barcelona","Pasaje de la zona franca||Barrio Zona Franca - Port||Distrito Sants-Montjuïc||Barcelona||Área de Barcelona, Barcelona",Distrito Sants-Montjuïc,Pasaje de la zona franca,Barrio Zona Franca - Port,Barrio Zona Franca - Port,Distrito Sants-Montjuïc,"Área de Barcelona, Barcelona",1300,1300,90,3,2,0,1,segunda mano/buen estado,,0,1,0,7,0,1,0,1,||consumo: ||||emisiones: ||||ver etiqueta de calificación energética|ocultar etiqueta|||||||,08040,Anuncio actualizado hace 3 días,Anuncio actualizado el 24 de febrero,2023-02-28
