"","id","name","zone","ubicacion_full","calle","barrio","barrio2","distrito","area","price","price_before","square_mt","rooms","wc","terraza","balcon","estado","año","armarios","cocina","amueblado","planta","calef","asc","aire","exterior","datalles2","cp","actualizacion","actualizacion2","extract_day","distrito2","regex_barris","key_open","key_shp","casa","estudio","wc2","rooms2","log_price","terraza_balcon"
"1540",99152966,"Alquiler de Ático en paseo de Gràcia","La Dreta de l'Eixample, Barcelona","Paseo de Gràcia||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","Paseo de Gràcia","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Distrito Eixample","Área de Barcelona, Barcelona",5300,5300,140,3,2,1,0,"segunda mano/buen estado",1957,1,1,1,7,1,1,1,1,"||aire acondicionado||||consumo: |136 kwh/m² año|||emisiones: |28 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8007,"Anuncio actualizado hace 8 días","Anuncio actualizado el 8 de noviembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"2","3",8.575462,1
"1541",86357128,"Alquiler de Piso en La Dreta de l'Eixample","Eixample, Barcelona","||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Distrito Eixample","Área de Barcelona, Barcelona",2500,2500,70,2,1,0,0,"segunda mano/buen estado",NA,0,1,1,0,1,1,0,1,"||aire acondicionado|||piscina||||consumo: |20 kwh/m² año|||emisiones: |4 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8007,"Anuncio actualizado hace 8 horas","Anuncio actualizado el 16 de noviembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"1","2",7.824046,0
"1542",98775563,"Alquiler de Piso en paseo de Gràcia","La Dreta de l'Eixample, Barcelona","Paseo de Gràcia||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","Paseo de Gràcia","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Distrito Eixample","Área de Barcelona, Barcelona",2480,2480,59,2,1,0,0,"segunda mano/buen estado",1955,0,1,1,0,1,1,1,1,"||aire acondicionado||||consumo: |148 kwh/m² año|||emisiones: |37 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8007,"Anuncio actualizado hace 3 días","Anuncio actualizado el 13 de noviembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"1","2",7.816014,0
"1543",99421100,"Alquiler de Ático en paseo de Gràcia","La Dreta de l'Eixample, Barcelona","Paseo de Gràcia||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","Paseo de Gràcia","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Distrito Eixample","Área de Barcelona, Barcelona",3500,4500,75,1,1,1,1,"segunda mano/buen estado",1966,1,1,1,7,1,1,0,1,"||aire acondicionado|||piscina|||zonas verdes||||consumo: |12 kwh/m² año|||emisiones: |12 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8007,"Anuncio actualizado hace 20 horas","Anuncio actualizado el 16 de noviembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"1","1",8.160518,1
"1545",97465074,"Alquiler de Piso en La Dreta de l'Eixample","Eixample, Barcelona","||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Distrito Eixample","Área de Barcelona, Barcelona",2300,2300,75,2,2,0,1,"segunda mano/buen estado",NA,1,1,1,3,1,1,0,1,"||aire acondicionado|||piscina||||consumo: ||||emisiones: ||||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8007,"Anuncio actualizado hace 3 horas","Anuncio actualizado el 16 de noviembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"2","2",7.740664,1
"1546",96760862,"Alquiler de Piso en Gran Via de les Corts Catalanes","La Dreta de l'Eixample, Barcelona","Gran Via de les Corts Catalanes||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","Gran Via de les Corts Catalanes","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Distrito Eixample","Área de Barcelona, Barcelona",3000,3000,60,1,1,0,1,"segunda mano/buen estado",1884,1,1,1,3,1,0,1,1,"||aire acondicionado||||consumo: |79 kwh/m² año|||emisiones: |16 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8007,"Anuncio actualizado hace 2 horas","Anuncio actualizado el 16 de noviembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"1","1",8.006368,1
"1547",98808716,"Alquiler de Ático en calle d'Aragó","La Dreta de l'Eixample, Barcelona","Calle d'Aragó||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","Calle d'Aragó","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Distrito Eixample","Área de Barcelona, Barcelona",1650,1650,84,2,1,1,0,"segunda mano/buen estado",1974,0,0,0,7,1,1,0,1,"||en trámite|||",8007,"Anuncio actualizado hace 21 horas","Anuncio actualizado el 15 de noviembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"1","2",7.408531,1
"1548",99446154,"Alquiler de Ático en Gran Via de les Corts Catalanes","La Dreta de l'Eixample, Barcelona","Gran Via de les Corts Catalanes||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","Gran Via de les Corts Catalanes","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Distrito Eixample","Área de Barcelona, Barcelona",2350,2500,73,1,1,1,0,"segunda mano/buen estado",NA,1,1,1,6,1,1,1,1,"||aire acondicionado||||consumo: |128 kwh/m² año|||emisiones: |128 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8007,"Anuncio actualizado hace 2 horas","Anuncio actualizado el 16 de noviembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"1","1",7.762171,1
"1550",99405059,"Alquiler de Piso en calle Gran Vía","La Dreta de l'Eixample, Barcelona","Calle Gran Vía||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","Calle Gran Vía","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Distrito Eixample","Área de Barcelona, Barcelona",2350,2550,49,1,1,0,0,"segunda mano/buen estado",NA,1,1,1,2,1,1,1,1,"||aire acondicionado||||consumo: |128 kwh/m² año|||emisiones: |128 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8007,"Anuncio actualizado hace un día","Anuncio actualizado el 15 de noviembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"1","1",7.762171,0
"1551",95576393,"Alquiler de Piso en paseo de Gràcia","La Dreta de l'Eixample, Barcelona","Paseo de Gràcia||Urb. Cristian Arjona Figueroa||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","Paseo de Gràcia","Urb. Cristian Arjona Figueroa","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Barcelona",2500,2500,89,2,1,1,1,"segunda mano/buen estado",2000,1,1,1,4,1,1,0,1,"||aire acondicionado|||piscina|||zonas verdes||||consumo: ||||emisiones: ||||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8007,"Anuncio actualizado hace 22 horas","Anuncio actualizado el 15 de noviembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"1","2",7.824046,1
"1552",98145912,"Alquiler de Piso en calle de Balmes","La Dreta de l'Eixample, Barcelona","Calle de Balmes||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","Calle de Balmes","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Distrito Eixample","Área de Barcelona, Barcelona",4200,4200,160,4,3,0,1,"segunda mano/buen estado",NA,1,0,0,4,1,1,1,1,"||aire acondicionado||||consumo: ||||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8007,"Anuncio actualizado hace 3 días","Anuncio actualizado el 13 de noviembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"3 or more","4 or more",8.34284,1
"1553",99038446,"Alquiler de Piso en rambla de Catalunya","La Dreta de l'Eixample, Barcelona","Rambla de Catalunya||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","Rambla de Catalunya","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Distrito Eixample","Área de Barcelona, Barcelona",1470,1600,34,1,1,1,1,"segunda mano/buen estado",1960,1,1,1,5,1,1,1,1,"||aire acondicionado||||consumo: |140 kwh/m² año|||emisiones: |45 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8007,"Anuncio actualizado hace 2 días","Anuncio actualizado el 14 de noviembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"1","1",7.293018,1
"1554",99267123,"Alquiler de Piso en La Dreta de l'Eixample","Eixample, Barcelona","||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Distrito Eixample","Área de Barcelona, Barcelona",4500,4500,145,2,2,1,1,"segunda mano/buen estado",1900,0,1,1,4,1,1,1,1,"||aire acondicionado||||consumo: |153 kwh/m² año|||emisiones: |32 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8007,"Anuncio actualizado hace 8 días","Anuncio actualizado el 8 de noviembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"2","2",8.411833,1
"1555",97217550,"Alquiler de Piso en calle del Consell de Cent","La Dreta de l'Eixample, Barcelona","Calle del Consell de Cent||Urb. Ukio Spain||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","Calle del Consell de Cent","Urb. Ukio Spain","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Barcelona",2900,3100,100,3,2,0,1,"segunda mano/buen estado",NA,1,1,1,2,1,1,0,1,"||consumo: |192 kwh/m² año|||emisiones: |128 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8007,"Anuncio actualizado hace un día","Anuncio actualizado el 15 de noviembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"2","3",7.972466,1
"1556",98591085,"Alquiler de Piso en calle del Consell de Cent","La Dreta de l'Eixample, Barcelona","Calle del Consell de Cent||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","Calle del Consell de Cent","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Distrito Eixample","Área de Barcelona, Barcelona",7100,7100,80,2,2,1,0,"segunda mano/buen estado",NA,0,1,1,1,1,1,0,1,"||aire acondicionado|||piscina||||no indicado|||",8007,"Anuncio actualizado hace 11 días","Anuncio actualizado el 5 de noviembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"2","2",8.86785,1
"1557",98591084,"Alquiler de Piso en calle del Consell de Cent","La Dreta de l'Eixample, Barcelona","Calle del Consell de Cent||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","Calle del Consell de Cent","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Distrito Eixample","Área de Barcelona, Barcelona",4250,4250,63,2,1,1,0,"segunda mano/buen estado",NA,0,1,1,1,1,1,0,1,"||aire acondicionado|||piscina||||no indicado|||",8007,"Anuncio actualizado hace 11 días","Anuncio actualizado el 5 de noviembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"1","2",8.354674,1
"1558",98591083,"Alquiler de Piso en calle del Consell de Cent","La Dreta de l'Eixample, Barcelona","Calle del Consell de Cent||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","Calle del Consell de Cent","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Distrito Eixample","Área de Barcelona, Barcelona",4100,4100,59,2,1,0,1,"segunda mano/buen estado",NA,0,1,1,1,1,1,0,1,"||aire acondicionado|||piscina||||no indicado|||",8007,"Anuncio actualizado hace 11 días","Anuncio actualizado el 5 de noviembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"1","2",8.318742,1
"1559",99511148,"Alquiler de Piso en La Dreta de l'Eixample","Eixample, Barcelona","||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Distrito Eixample","Área de Barcelona, Barcelona",5500,5500,80,3,2,1,1,"segunda mano/buen estado",2022,0,1,0,0,0,0,0,0,"||aire acondicionado|||piscina||||consumo: |27 kwh/m² año|||emisiones: |4 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8007,"Anuncio actualizado hace 8 horas","Anuncio actualizado el 16 de noviembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"2","3",8.612503,1
"1560",99511138,"Alquiler de Piso en La Dreta de l'Eixample","Eixample, Barcelona","||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Distrito Eixample","Área de Barcelona, Barcelona",5500,5500,80,2,1,0,0,"segunda mano/buen estado",2022,0,1,1,0,0,1,0,0,"||aire acondicionado|||piscina||||consumo: |27 kwh/m² año|||emisiones: |4 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8007,"Anuncio actualizado hace 8 horas","Anuncio actualizado el 16 de noviembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"1","2",8.612503,0
"1562",99075684,"Alquiler de Piso en La Dreta de l'Eixample","Eixample, Barcelona","||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Distrito Eixample","Área de Barcelona, Barcelona",4400,4400,260,3,4,0,1,"segunda mano/buen estado",NA,1,1,0,4,1,1,1,1,"||aire acondicionado||||consumo: |164 kwh/m² año|||emisiones: |29 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8007,"Anuncio actualizado hace 3 días","Anuncio actualizado el 13 de noviembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"3 or more","3",8.38936,1
"1563",40567094,"Alquiler de Piso en La Dreta de l'Eixample","Eixample, Barcelona","||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Distrito Eixample","Área de Barcelona, Barcelona",2600,2600,80,2,2,1,1,"segunda mano/buen estado",NA,0,1,1,0,1,1,1,1,"||aire acondicionado||||no indicado|||",8007,"Anuncio actualizado hace 8 horas","Anuncio actualizado el 16 de noviembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"2","2",7.863267,1
"1564",98677943,"Alquiler de Piso en calle de Pau Claris","La Dreta de l'Eixample, Barcelona","Calle de Pau Claris||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","Calle de Pau Claris","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Distrito Eixample","Área de Barcelona, Barcelona",2500,2500,71,2,1,0,0,"segunda mano/buen estado",NA,0,1,1,0,0,1,0,1,"||aire acondicionado|||piscina||||consumo: ||||emisiones: ||||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8007,"Anuncio actualizado hace más de 2 meses","Anuncio actualizado el 17 de septiembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"1","2",7.824046,0
"1565",98677942,"Alquiler de Piso en calle de Pau Claris","La Dreta de l'Eixample, Barcelona","Calle de Pau Claris||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","Calle de Pau Claris","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Distrito Eixample","Área de Barcelona, Barcelona",2500,2500,66,2,1,0,1,"segunda mano/buen estado",2009,1,1,1,0,0,1,0,1,"||aire acondicionado|||piscina||||consumo: ||||emisiones: ||||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8007,"Anuncio actualizado hace más de 2 meses","Anuncio actualizado el 17 de septiembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"1","2",7.824046,1
"1566",98677961,"Alquiler de Piso en calle de Pau Claris","La Dreta de l'Eixample, Barcelona","Calle de Pau Claris||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","Calle de Pau Claris","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Distrito Eixample","Área de Barcelona, Barcelona",3200,3200,93,3,2,0,1,"segunda mano/buen estado",2009,0,1,1,0,0,1,0,1,"||aire acondicionado|||piscina||||consumo: ||||emisiones: ||||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8007,"Anuncio actualizado hace más de 2 meses","Anuncio actualizado el 17 de septiembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"2","3",8.070906,1
"1568",97091750,"Alquiler de Piso en PAU CLARIS, 99","La Dreta de l'Eixample, Barcelona","PAU CLARIS, 99||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","PAU CLARIS, 99","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Distrito Eixample","Área de Barcelona, Barcelona",2500,2500,71,2,1,1,1,"segunda mano/buen estado",NA,1,1,1,3,1,1,0,1,"||aire acondicionado|||piscina|||zonas verdes||||consumo: |100 kwh/m² año|||emisiones: |20 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8007,"Anuncio actualizado hace 9 días","Anuncio actualizado el 7 de noviembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"1","2",7.824046,1
"1569",99444943,"Alquiler de Piso en Gran Via de les Corts Catalanes","La Dreta de l'Eixample, Barcelona","Gran Via de les Corts Catalanes||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","Gran Via de les Corts Catalanes","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Distrito Eixample","Área de Barcelona, Barcelona",2650,2800,50,1,1,0,1,"segunda mano/buen estado",NA,1,1,1,3,1,1,1,1,"||aire acondicionado||||consumo: |128 kwh/m² año|||emisiones: |128 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8007,"Anuncio actualizado hace un día","Anuncio actualizado el 15 de noviembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"1","1",7.882315,1
"1570",99503317,"Alquiler de Piso en ronda de la Universidad","La Dreta de l'Eixample, Barcelona","Ronda de la Universidad||Urb. Great Location - Trend Area - Very Central||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","Ronda de la Universidad","Urb. Great Location - Trend Area - Very Central","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Barcelona",3300,3500,107,3,3,0,1,"segunda mano/buen estado",2018,1,1,1,4,0,1,1,1,"||aire acondicionado||||consumo: ||||emisiones: ||||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8007,"Anuncio actualizado hace 13 horas","Anuncio actualizado el 16 de noviembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"3 or more","3",8.101678,1
"1571",99502505,"Alquiler de Piso en ronda de la Universidad","La Dreta de l'Eixample, Barcelona","Ronda de la Universidad||Urb. Central Location - Top Location - Trendy Area||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","Ronda de la Universidad","Urb. Central Location - Top Location - Trendy Area","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Barcelona",3000,3200,87,2,2,0,1,"segunda mano/buen estado",2018,1,1,1,3,1,1,1,1,"||aire acondicionado||||consumo: ||||emisiones: ||||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8007,"Anuncio actualizado hace 13 horas","Anuncio actualizado el 16 de noviembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"2","2",8.006368,1
"1572",99485118,"Alquiler de Piso en ronda de la Universidad","La Dreta de l'Eixample, Barcelona","Ronda de la Universidad||Urb. Close to Universidad - Close metro - Excellent location||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","Ronda de la Universidad","Urb. Close to Universidad - Close metro - Excellent location","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Barcelona",2800,3100,114,3,3,0,1,"segunda mano/buen estado",2018,1,1,1,3,1,1,1,1,"||aire acondicionado||||consumo: ||||emisiones: ||||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8007,"Anuncio actualizado hace 13 horas","Anuncio actualizado el 16 de noviembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"3 or more","3",7.937375,1
"1573",99128082,"Alquiler de Piso en calle del Consell de Cent, 308","La Dreta de l'Eixample, Barcelona","Calle del Consell de Cent, 308||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","Calle del Consell de Cent, 308","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Distrito Eixample","Área de Barcelona, Barcelona",4200,4200,159,2,3,1,1,"segunda mano/buen estado",1900,1,1,1,1,1,1,0,1,"||consumo: |100 kwh/m² año|||emisiones: |20 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8007,"Anuncio actualizado hace más de un mes","Anuncio actualizado el 11 de octubre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"3 or more","2",8.34284,1
"1574",98517052,"Alquiler de Piso en La Dreta de l'Eixample","Eixample, Barcelona","||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Distrito Eixample","Área de Barcelona, Barcelona",2050,2200,80,2,2,0,0,"segunda mano/buen estado",NA,1,1,1,4,0,1,1,1,"||aire acondicionado||||consumo: ||||emisiones: ||||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8007,"Anuncio actualizado hace un día","Anuncio actualizado el 15 de noviembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"2","2",7.625595,0
"1575",98370467,"Alquiler de Piso en La Dreta de l'Eixample","Eixample, Barcelona","||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Distrito Eixample","Área de Barcelona, Barcelona",2750,3000,60,1,1,0,0,"segunda mano/buen estado",NA,1,1,1,2,1,1,0,1,"||aire acondicionado|||piscina||||consumo: ||||emisiones: ||||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8007,"Anuncio actualizado hace un día","Anuncio actualizado el 15 de noviembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"1","1",7.919356,0
"1576",99477337,"Alquiler de Piso en La Dreta de l'Eixample","Eixample, Barcelona","||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Distrito Eixample","Área de Barcelona, Barcelona",1900,1900,85,2,2,0,1,"segunda mano/buen estado",NA,0,1,1,2,1,0,1,1,"||aire acondicionado||||consumo: |68 kwh/m² año|||emisiones: |12 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8007,"Anuncio actualizado hace 5 días","Anuncio actualizado el 11 de noviembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"2","2",7.549609,1
"1577",99322334,"Alquiler de Piso en calle del Consell de Cent","La Dreta de l'Eixample, Barcelona","Calle del Consell de Cent||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","Calle del Consell de Cent","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Distrito Eixample","Área de Barcelona, Barcelona",4500,4500,145,2,2,1,1,"segunda mano/buen estado",1900,0,1,0,4,1,1,1,1,"||aire acondicionado||||consumo: |153 kwh/m² año|||emisiones: |32 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8007,"Anuncio actualizado hace 21 horas","Anuncio actualizado el 15 de noviembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"2","2",8.411833,1
"1578",99153579,"Alquiler de Dúplex en La Dreta de l'Eixample","Eixample, Barcelona","||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Distrito Eixample","Área de Barcelona, Barcelona",5300,5300,140,3,2,1,1,"segunda mano/buen estado",NA,1,1,1,0,1,1,1,1,"||aire acondicionado||||en trámite|||",8007,"Anuncio actualizado hace 4 días","Anuncio actualizado el 12 de noviembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"2","3",8.575462,1
"1579",99404757,"Alquiler de Piso en calle Gran Vía","La Dreta de l'Eixample, Barcelona","Calle Gran Vía||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","Calle Gran Vía","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Distrito Eixample","Área de Barcelona, Barcelona",4200,4200,146,3,3,0,0,"segunda mano/buen estado",NA,1,1,1,5,1,1,1,1,"||aire acondicionado||||consumo: |128 kwh/m² año|||emisiones: |128 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8007,"Anuncio actualizado hace un día","Anuncio actualizado el 15 de noviembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"3 or more","3",8.34284,0
"1580",98591082,"Alquiler de Piso en calle del Consell de Cent","La Dreta de l'Eixample, Barcelona","Calle del Consell de Cent||Barrio La Dreta de l'Eixample||Distrito Eixample||Barcelona||Área de Barcelona, Barcelona","Calle del Consell de Cent","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Distrito Eixample","Área de Barcelona, Barcelona",3500,3500,51,1,1,1,0,"segunda mano/buen estado",NA,0,1,1,1,1,1,0,0,"||aire acondicionado|||piscina||||no indicado|||",8007,"Anuncio actualizado hace 11 días","Anuncio actualizado el 5 de noviembre","2022-11-16","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample",0,0,"1","1",8.160518,1
